38534	1	1	418	36000	10,11,12	10,11,12,13,14,11,15,16,17,18,19,11,19,20,17,21,22,14,23,24,20
38534	1	1	262	418	13,14,15	25,11,12,26,22,12,16,17,24,22,27,15,19,13,17,18,25,20,12,23,26,26
38534	1	2	0	262	16,12,17,18,10	11,28,20,12,16,20,20,15,17,21,22,14,23,24,20,17,16,20,21,11,12,19,10,20,15,19,17,23,15,17,10,11,12,13,14,11,15,16
38534	1	1	1614011	0	16,12,17,18,10	11,28,20,12,16,20,20,15,17,21,22,14,23,24,20,17,16,20,21,11,12,19,10,20,15,19,17,23,15,17,10,11,12,13,14,11,15,16
38534	2	-1	1	1614011	19	29,22,22,16,13
38534	2	-1	21	1	19	29,22,22,16,13
38534	2	-1	1	21	19	29,22,22,16,13
38534	2	-1	405	1	19	29,22,22,16,13
38534	3	-1	36000	405	20	29,22,22,29,14,20
258919	1	-1	385	36000	21	30,20,20,21
258919	1	3	0	385	22,23,24	10,22,21,11,12,17,20,14,20,24,19,12,22,15,23,24,17,23,29,15,23,19,23,22,15
258919	1	6	2010	0	22,23,24	10,22,21,11,12,17,20,14,20,24,19,12,22,15,23,24,17,23,29,15,23,19,23,22,15
258919	1	5	898	2010	22,25	10,22,21,11,12,17,10,23,15,15,20,11,21,22,14,23,18
258919	1	-1	128	898	22,25	10,22,21,11,12,17,10,23,15,15,20,11,21,22,14,23,18
258919	1	1	1018	128	26,27,28	15,11,21,11,17,11,27,19,22,17,21,11,12,19,18
258919	1	6	162	1018	29,30,31	24,25,12,13,18,14,20,12,17,21,20,12,26,22,10,11,15,24,20,17,10,23,15,15,20,18,22,19,11
258919	1	-1	127	162	29,30,31	24,25,12,13,18,14,20,12,17,21,20,12,26,22,10,11,15,24,20,17,10,23,15,15,20,18,22,19,11
258919	1	35	297	127	29,30,31	24,25,12,13,18,14,20,12,17,21,20,12,26,22,10,11,15,24,20,17,10,23,15,15,20,18,22,19,11
258919	2	-1	934	297	32,32,33	28,17,28,17,31,23,15,29
258919	3	1	283	934	34,35,36,37	26,14,11,10,23,15,29,22,17,25,22,19,20,14,17,14,11,18,17,32,20,29,11,18
258919	3	7	764	283	36,37	14,11,18,17,32,20,29,11,18
258919	4	1	230327	764	38,39,40,38	16,20,11,14,17,22,12,17,15,22,17,16,20,11,14
258919	5	1	1038	230327	41,42	28,23,14,14,17,31,23,12,24,25,20,15
258919	5	1	11964	1038	43,44,45	24,17,16,17,27,15,23,32,20,12,18,20
258919	6	-1	69686	11964	46,47,48	29,14,22,28,11,14,17,21,11,13,10,20,15,19,18,17,15,20,19,33,22,12,31
258919	1	3	850	69686	29,43,49	24,25,12,13,18,14,20,12,17,24,17,28,22,16,13
258919	1	12	0	850	29,43,49	24,25,12,13,18,14,20,12,17,24,17,28,22,16,13
258919	1	15	0	0	29,43,49	24,25,12,13,18,14,20,12,17,24,17,28,22,16,13
258919	1	19	0	0	29,43,49	24,25,12,13,18,14,20,12,17,24,17,28,22,16,13
258919	1	19	287980	0	29,43,49	24,25,12,13,18,14,20,12,17,24,17,28,22,16,13
258919	7	1	89405	287980	50,51,52,53	24,22,14,27,10,28,23,11,17,21,11,12,31,17,10,20,16,23,24,11,14,17,24,14,23,15,23,24
258919	8	1	0	89405	31,54	10,23,15,15,20,18,22,19,11,17,19,33,23,15,18
258919	8	1	789	0	31,54	10,23,15,15,20,18,22,19,11,17,19,33,23,15,18
258919	9	1	79712	789	55	11,10,20,12,23,24,11,33,20,18,19
258919	1	-1	88	79712	56,57	18,25,20,12,11,16,22,15,17,21,20,12,26,22,12,10,11,15,24,20
258919	1	-1	117	88	56,57,58,59,22	18,25,20,12,11,16,22,15,17,21,20,12,26,22,12,10,11,15,24,20,17,25,27,29,22,17,10,15,17,10,22,21,11,12
258919	1	4	0	117	57,58,59,22	21,20,12,26,22,12,10,11,15,24,20,17,25,27,29,22,17,10,15,17,10,22,21,11,12
258919	1	1	1345	0	57,58,59,22	21,20,12,26,22,12,10,11,15,24,20,17,25,27,29,22,17,10,15,17,10,22,21,11,12
258919	1	-1	360	1345	57,58,59,22	21,20,12,26,22,12,10,11,15,24,20,17,25,27,29,22,17,10,15,17,10,22,21,11,12
258919	1	3	256433	360	60,29,61,62	34,35,36,36,17,24,25,12,13,18,14,20,12,17,15,20,33,17,13,22,12,31,20,12
258919	1	-1	43	256433	60,29,61,62	34,35,36,36,17,24,25,12,13,18,14,20,12,17,15,20,33,17,13,22,12,31,20,12
258919	1	-1	50	43	60,29,61,62	34,35,36,36,17,24,25,12,13,18,14,20,12,17,15,20,33,17,13,22,12,31,20,12
258919	1	-1	50	50	60,29,61,62	34,35,36,36,17,24,25,12,13,18,14,20,12,17,15,20,33,17,13,22,12,31,20,12
258919	1	50	118	50	60,29,61,62	34,35,36,36,17,24,25,12,13,18,14,20,12,17,15,20,33,17,13,22,12,31,20,12
258919	1	68	0	118	60,29,61,62	34,35,36,36,17,24,25,12,13,18,14,20,12,17,15,20,33,17,13,22,12,31,20,12
258919	1	69	0	0	60,29,61,62	34,35,36,36,17,24,25,12,13,18,14,20,12,17,15,20,33,17,13,22,12,31,20,12
258919	1	69	1411	0	60,29,61,62	34,35,36,36,17,24,25,12,13,18,14,20,12,17,15,20,33,17,13,22,12,31,20,12
258919	10	1	2736	1411	63	12,20,10,11,37
258919	10	1	88565	2736	64,65	20,16,23,15,11,17,12,20,11,14,19,13
258919	3	1	1533	88565	36,37,66	14,11,18,17,32,20,29,11,18,17,30,22,27,12,15,11,14
258919	3	1	0	1533	67,68	20,14,17,24,22,12,19,20,38
258919	3	4	398130	0	67,68	20,14,17,24,22,12,19,20,38
258919	1	1	0	398130	69,70,71	14,27,19,25,20,12,17,14,23,15,24,22,14,15,17,10,20,12,24,27,12,13
258919	1	2	202464	0	69,70,71	14,27,19,25,20,12,17,14,23,15,24,22,14,15,17,10,20,12,24,27,12,13
258919	1	-1	2182	202464	60,29,61,62	34,35,36,36,17,24,25,12,13,18,14,20,12,17,15,20,33,17,13,22,12,31,20,12
258919	10	2	81243	2182	72,73	28,20,14,14,11,17,28,14,11,23,15,20
258919	11	-1	94	81243	74,75,76	30,23,10,10,13,17,24,11,12,19,20,12,17,12,11,28,28,23,19
258919	11	-1	1135	94	74,75,76	30,23,10,10,13,17,24,11,12,19,20,12,17,12,11,28,28,23,19
258919	1	-1	295	1135	56,57	18,25,20,12,11,16,22,15,17,21,20,12,26,22,12,10,11,15,24,20
258919	1	1	4158	295	26,27,28	15,11,21,11,17,11,27,19,22,17,21,11,12,19,18
258919	3	-1	54	4158	36,37,66	14,11,18,17,32,20,29,11,18,17,30,22,27,12,15,11,14
258919	3	-1	22	54	36,37,66	14,11,18,17,32,20,29,11,18,17,30,22,27,12,15,11,14
258919	3	-1	35	22	77,78,36,37	29,22,14,16,20,15,17,15,27,29,29,20,19,17,14,11,18,17,32,20,29,11,18
258919	2	-1	310	35	79,32,32,33	14,27,24,23,14,14,20,17,28,17,28,17,31,23,15,29
258919	3	-1	42	310	77,78,36,37	29,22,14,16,20,15,17,15,27,29,29,20,19,17,14,11,18,17,32,20,29,11,18
258919	3	-1	83494	42	77,78,36,37	29,22,14,16,20,15,17,15,27,29,29,20,19,17,14,11,18,17,32,20,29,11,18
258919	3	-1	49	83494	80,37	22,14,16,17,32,20,29,11,18
258919	3	12	0	49	80,37	22,14,16,17,32,20,29,11,18
258919	3	14	3161	0	80,37	22,14,16,17,32,20,29,11,18
258919	1	-1	48	3161	60,29,61,62	34,35,36,36,17,24,25,12,13,18,14,20,12,17,15,20,33,17,13,22,12,31,20,12
258919	1	18	188	48	60,29,61,62	34,35,36,36,17,24,25,12,13,18,14,20,12,17,15,20,33,17,13,22,12,31,20,12
258919	1	39	368	188	60,29,61,62	34,35,36,36,17,24,25,12,13,18,14,20,12,17,15,20,33,17,13,22,12,31,20,12
258919	1	-1	82311	368	60,29,61,62	34,35,36,36,17,24,25,12,13,18,14,20,12,17,15,20,33,17,13,22,12,31,20,12
258919	1	2	433	82311	81,82,73	16,22,16,29,20,17,22,26,17,28,14,11,23,15,20
258919	1	-1	23	433	56,57,58,59,22	18,25,20,12,11,16,22,15,17,21,20,12,26,22,12,10,11,15,24,20,17,25,27,29,22,17,10,15,17,10,22,21,11,12
258919	1	-1	22	23	56,57,58,59,22	18,25,20,12,11,16,22,15,17,21,20,12,26,22,12,10,11,15,24,20,17,25,27,29,22,17,10,15,17,10,22,21,11,12
258919	1	-1	604	22	56,57,58,59,22	18,25,20,12,11,16,22,15,17,21,20,12,26,22,12,10,11,15,24,20,17,25,27,29,22,17,10,15,17,10,22,21,11,12
258919	1	1	142544	604	22,57	10,22,21,11,12,17,21,20,12,26,22,12,10,11,15,24,20
258919	12	-1	30070	142544	83,84	10,22,19,22,12,22,14,11,17,21,25,22,15,20,18
258919	3	-1	100	30070	85,86,87	26,12,20,10,22,15,19,17,18,19,12,20,20,19,17,20,37,21,20,12,23,20,15,24,20
258919	3	14	307	100	85,86,87	26,12,20,10,22,15,19,17,18,19,12,20,20,19,17,20,37,21,20,12,23,20,15,24,20
258919	3	-1	68	307	85,86,87	26,12,20,10,22,15,19,17,18,19,12,20,20,19,17,20,37,21,20,12,23,20,15,24,20
258919	3	45	85986	68	85,86,87	26,12,20,10,22,15,19,17,18,19,12,20,20,19,17,20,37,21,20,12,23,20,15,24,20
258919	3	1	272	85986	80,36,37	22,14,16,17,14,11,18,17,32,20,29,11,18
258919	3	-1	88958	272	80,36,37	22,14,16,17,14,11,18,17,32,20,29,11,18
258919	1	-1	49	88958	88,29,89,90	39,40,40,39,17,24,25,12,13,18,14,20,12,17,18,20,28,12,23,15,29,17,24,22,15,41
258919	1	13	1531	49	88,29,89,90	39,40,40,39,17,24,25,12,13,18,14,20,12,17,18,20,28,12,23,15,29,17,24,22,15,41
258919	1	1	174894	1531	22,57	10,22,21,11,12,17,21,20,12,26,22,12,10,11,15,24,20
258919	13	-1	34	174894	91,92,93,94	30,22,20,17,18,20,15,18,20,12,42,18,17,18,21,22,12,19,18,17,28,11,12
258919	13	12	159	34	91,92,93,94	30,22,20,17,18,20,15,18,20,12,42,18,17,18,21,22,12,19,18,17,28,11,12
258919	13	4	413	159	95,94,96	16,27,18,19,13,18,17,28,11,12,17,10,21,14,18
258919	13	-1	163	413	95,94,96	16,27,18,19,13,18,17,28,11,12,17,10,21,14,18
258919	3	-1	131829	163	85,86,87	26,12,20,10,22,15,19,17,18,19,12,20,20,19,17,20,37,21,20,12,23,20,15,24,20
258919	14	-1	392	131829	97,98,99	18,11,29,17,25,11,12,28,22,12,17,24,14,22,19,25,20,18
258919	14	1	335	392	100,82,101	10,11,14,14,17,22,26,17,11,10,20,12,23,24,11
258919	15	-1	318	335	102,103,104	19,25,20,17,33,20,11,19,25,20,12,17,24,25,11,15,15,20,14
258919	9	-1	129288	318	55	11,10,20,12,23,24,11,33,20,18,19
258919	16	1	72107	129288	105,106,107	21,27,20,28,14,22,17,24,22,14,22,12,11,16,22,17,15,20,33,18,21,11,21,20,12,18
258919	15	3	2917280	72107	102,103,104	19,25,20,17,33,20,11,19,25,20,12,17,24,25,11,15,15,20,14
258919	1	7	515179	2917280	108,109	31,20,13,18,19,22,15,20,17,33,25,20,20,14,18
258919	1	1	258	515179	110,111,112,109	31,20,14,18,20,13,17,25,11,13,20,18,17,33,23,12,20,17,33,25,20,20,14,18
258919	1	11	1257	258	110,111,112,109	31,20,14,18,20,13,17,25,11,13,20,18,17,33,23,12,20,17,33,25,20,20,14,18
258919	5	-1	209	1257	41,42	28,23,14,14,17,31,23,12,24,25,20,15
258919	5	1	3015	209	41,42	28,23,14,14,17,31,23,12,24,25,20,15
258919	17	-1	83104	3015	113	10,11,21,43,27,20,18,19
258919	1	1	0	83104	114,115,116	10,22,19,22,12,17,19,12,20,15,16,17,24,14,11,18,18,23,24
258919	1	1	15078	0	114,115,116	10,22,19,22,12,17,19,12,20,15,16,17,24,14,11,18,18,23,24
258919	1	1	200	15078	60,29	34,35,36,36,17,24,25,12,13,18,14,20,12
258919	1	11	1375	200	60,29	34,35,36,36,17,24,25,12,13,18,14,20,12
258919	1	36	219	1375	60,29	34,35,36,36,17,24,25,12,13,18,14,20,12
258919	1	50	198	219	60,29	34,35,36,36,17,24,25,12,13,18,14,20,12
258919	1	1	3337	198	117,18,31	10,22,21,11,12,18,17,23,15,17,10,23,15,15,20,18,22,19,11
258919	18	1	264	3337	118,51,119	12,11,24,20,33,11,13,17,21,11,12,31,17,10,15,41
258919	18	1	0	264	120,121,120,119	20,14,31,22,17,18,21,20,20,16,33,11,13,17,20,14,31,22,17,10,15,41
258919	18	1	1376890	0	120,121,120,119	20,14,31,22,17,18,21,20,20,16,33,11,13,17,20,14,31,22,17,10,15,41
258919	1	-1	36000	1376890	60,29	34,35,36,36,17,24,25,12,13,18,14,20,12
373008	1	-1	108514	36000	122	19
373008	2	-1	329644	108514	123	13
373008	3	-1	24	329644	124	32,23,16,20,22,18
373008	3	-1	22	24	124	32,23,16,20,22,18
373008	3	-1	180502	22	124	32,23,16,20,22,18
373008	4	1	241604	180502	125	24,12,27,18,25,21,22,19
373008	5	-1	42	241604	126	15,27,18,23,24,15,22,33
373008	5	-1	94662	42	127	10,27,18,23,24,15,22,33
373008	6	-1	26	94662	43,128,129,130,131,132,133	24,17,16,22,24,27,10,20,15,19,18,11,15,16,18,20,19,19,23,15,29,18,17,11,14,14,27,18,20,12,18,17,11,21,21,14,23,24,11,19,23,22,15,16,11,19,11,17,11,21,21,14,20,24,27,10,21,27,19,20,12,17,23,19,27,15,20,18,17,18,24,23,15,26,22
373008	6	-1	652	26	43,128,129,130,134,132,135	24,17,16,22,24,27,10,20,15,19,18,11,15,16,18,20,19,19,23,15,29,18,17,11,14,14,27,18,20,12,18,17,11,21,21,14,23,24,11,19,23,22,15,16,11,19,11,17,11,21,21,20,14,24,22,10,21,27,19,20,12,17,23,19,27,15,20,18,17,20,16,23,15,26,22
