117514	1	0	0	36000	10,11	10,11,12,13,14,15,16,17,18,19,11,15,20,21,11,22,23,18,24
117514	1	0	0	0	10,12	10,11,12,13,14,15,16,17,18,19,11,15,20,21,11
117514	2	0	0	0	13,14	13,20,25,15,14,26,16,13,20,12,14,23,19,22,23,18,24
117514	2	0	0	0	13,15	13,20,25,15,14,26,16,25,19,18,12,14
117514	1	0	0	0	16,17,18,19	25,20,27,16,28,29,11,10,14,25,16,18,30,14,12,16,10,14,18,12,10,20,11
117514	1	0	0	0	16,20,18,19	25,20,27,16,28,29,11,10,25,16,18,30,14,12,16,10,14,18,12,10,20,11
117514	1	0	0	0	16,20,18,19	25,20,27,16,28,29,11,10,25,16,18,30,14,12,16,10,14,18,12,10,20,11
117514	2	0	0	0	21	28,14,12,15,17,11,15,21
117514	3	0	0	0	22,23,24	25,19,18,15,14,16,24,18,31,15,19,11,20,15,16,32,11,12,21
117514	1	0	0	0	25,26,27	10,33,20,15,15,14,19,19,14,16,23,18,31,15,19,26,16,28,11,20,12
117514	1	0	0	0	28,26,27	10,33,20,15,15,14,19,19,16,23,18,31,15,19,26,16,28,11,20,12
117514	2	0	0	0	29	32,17,25,22,18,12,10
117514	3	0	0	0	30,31	32,12,14,23,20,18,31,25,16,24,18,24,31,15,19,25
117514	3	0	0	0	30,32	32,12,14,23,20,18,31,25,16,24,18,24,14,15,19,25
117514	4	0	0	0	33,34,35	25,11,29,31,19,14,16,26,18,31,12,16,25,34,18,12,19,25
117514	5	0	0	0	36,37	13,18,31,10,16,15,20,23,21
117514	6	0	0	0	38,39	33,20,25,34,17,18,15,14,16,35,36,36,37
117514	1	0	0	0	30,40	32,12,14,23,20,18,31,25,16,24,18,24,18,31,15,19,25
117514	1	0	0	0	30,32	32,12,14,23,20,18,31,25,16,24,18,24,14,15,19,25
117514	2	0	0	0	41,42,43	33,20,29,29,11,20,24,16,21,14,15,15,14,13,26,16,25,24,20,19,34
117514	2	0	0	0	44,42,43	33,20,29,29,20,11,24,16,21,14,15,15,14,13,26,16,25,24,20,19,34
117514	2	0	0	0	45,46,42	24,20,23,34,11,14,29,16,29,14,24,18,26,15,14,16,21,14,15,15,14,13,26
117514	2	0	0	0	45,42	24,20,23,34,11,14,29,16,21,14,15,15,14,13,26
117514	2	0	0	0	47,48,42	12,18,17,14,12,19,16,28,12,11,15,23,20,25,16,21,14,15,15,14,13,26
117514	2	0	0	0	47,49,42,50	12,18,17,14,12,19,16,28,16,21,14,15,15,14,13,26,16,38,12
117514	2	0	0	0	51,42,50	17,18,17,17,26,16,21,14,15,15,14,13,26,16,38,12
117514	2	0	0	0	52	12,28,21
117514	2	0	0	0	53	38,28,21
117514	2	0	0	0	52	12,28,21
117514	2	0	0	0	54,42	19,14,13,16,21,14,15,15,14,13,26
117514	2	0	0	0	55,42,56	19,34,14,16,21,14,15,15,14,13,26,16,28,11,24,20,29,26
117514	2	0	0	0	55,42,56	19,34,14,16,21,14,15,15,14,13,26,16,28,11,24,20,29,26
117514	3	0	0	0	57,58	24,11,12,19,34,11,16,24,18,27,29,14,26
117514	3	0	0	0	59,60,61	24,31,12,13,14,12,16,20,15,16,10,12,14,14,15,33,20,23,34
117514	3	0	0	0	59,60,61,57,58	24,31,12,13,14,12,16,20,15,16,10,12,14,14,15,33,20,23,34,16,24,11,12,19,34,11,16,24,18,27,29,14,26
117514	4	0	0	0	62,63	18,12,32,34,11,15,16,19,12,11,20,15,25
117514	4	0	0	0	64	18,12,32,34,11,15,25
117514	4	0	0	0	29	32,17,25,22,18,12,10
